recording_id,user_id,type,subtype,start,end,duration_sec,text,confidence,clip_filename,clip_path
825780,245746,prolongation,elongation,30.28,30.3,0.019999999999999574,अच्छा...,0.912,825780_disf_045_prolongation_elongation.wav,output/disfluency_clips/825780_disf_045_prolongation_elongation.wav
825780,245746,repetition,immediate,31.0,32.32,1.3200000000000003,अच्छा... अच्छा...,0.878,825780_disf_046_repetition_immediate.wav,output/disfluency_clips/825780_disf_046_repetition_immediate.wav
825780,245746,prolongation,elongation,31.0,31.58,0.5799999999999983,अच्छा...,0.878,825780_disf_047_prolongation_elongation.wav,output/disfluency_clips/825780_disf_047_prolongation_elongation.wav
825780,245746,repetition,immediate,31.58,32.34,0.7600000000000051,अच्छा... अच्छा...,0.911,825780_disf_048_repetition_immediate.wav,output/disfluency_clips/825780_disf_048_repetition_immediate.wav
825780,245746,prolongation,elongation,31.58,32.32,0.740000000000002,अच्छा...,0.931,825780_disf_049_prolongation_elongation.wav,output/disfluency_clips/825780_disf_049_prolongation_elongation.wav
825780,245746,repetition,immediate,32.32,32.36,0.03999999999999915,अच्छा... अच्छा...,0.891,825780_disf_050_repetition_immediate.wav,output/disfluency_clips/825780_disf_050_repetition_immediate.wav
825780,245746,prolongation,elongation,32.32,32.34,0.020000000000003126,अच्छा...,0.911,825780_disf_051_prolongation_elongation.wav,output/disfluency_clips/825780_disf_051_prolongation_elongation.wav
825780,245746,repetition,immediate,32.34,32.38,0.03999999999999915,अच्छा... अच्छा...,0.884,825780_disf_052_repetition_immediate.wav,output/disfluency_clips/825780_disf_052_repetition_immediate.wav
825780,245746,prolongation,elongation,32.34,32.36,0.01999999999999602,अच्छा...,0.891,825780_disf_053_prolongation_elongation.wav,output/disfluency_clips/825780_disf_053_prolongation_elongation.wav
825780,245746,repetition,immediate,32.36,32.46,0.10000000000000142,अच्छा... अच्छा...,0.882,825780_disf_054_repetition_immediate.wav,output/disfluency_clips/825780_disf_054_repetition_immediate.wav
825780,245746,prolongation,elongation,32.36,32.38,0.020000000000003126,अच्छा...,0.884,825780_disf_055_prolongation_elongation.wav,output/disfluency_clips/825780_disf_055_prolongation_elongation.wav
825780,245746,repetition,immediate,32.38,32.56,0.17999999999999972,अच्छा... अच्छा...,0.88,825780_disf_056_repetition_immediate.wav,output/disfluency_clips/825780_disf_056_repetition_immediate.wav
825780,245746,prolongation,elongation,32.38,32.46,0.0799999999999983,अच्छा...,0.882,825780_disf_057_prolongation_elongation.wav,output/disfluency_clips/825780_disf_057_prolongation_elongation.wav
825780,245746,repetition,immediate,32.46,32.72,0.259999999999998,अच्छा... अच्छा...,0.88,825780_disf_058_repetition_immediate.wav,output/disfluency_clips/825780_disf_058_repetition_immediate.wav
825780,245746,prolongation,elongation,32.46,32.56,0.10000000000000142,अच्छा...,0.88,825780_disf_059_prolongation_elongation.wav,output/disfluency_clips/825780_disf_059_prolongation_elongation.wav
825780,245746,repetition,immediate,32.56,33.14,0.5799999999999983,अच्छा... अच्छा...,0.88,825780_disf_060_repetition_immediate.wav,output/disfluency_clips/825780_disf_060_repetition_immediate.wav
825780,245746,prolongation,elongation,32.56,32.72,0.1599999999999966,अच्छा...,0.88,825780_disf_061_prolongation_elongation.wav,output/disfluency_clips/825780_disf_061_prolongation_elongation.wav
825780,245746,repetition,immediate,32.72,33.7,0.980000000000004,अच्छा... अच्छा...,0.88,825780_disf_062_repetition_immediate.wav,output/disfluency_clips/825780_disf_062_repetition_immediate.wav
825780,245746,prolongation,elongation,32.72,33.14,0.4200000000000017,अच्छा...,0.88,825780_disf_063_prolongation_elongation.wav,output/disfluency_clips/825780_disf_063_prolongation_elongation.wav
825780,245746,repetition,immediate,33.14,34.02,0.8800000000000026,अच्छा... अच्छा...,0.88,825780_disf_064_repetition_immediate.wav,output/disfluency_clips/825780_disf_064_repetition_immediate.wav
825780,245746,prolongation,elongation,33.14,33.7,0.5600000000000023,अच्छा...,0.88,825780_disf_065_prolongation_elongation.wav,output/disfluency_clips/825780_disf_065_prolongation_elongation.wav
825780,245746,repetition,immediate,33.7,34.48,0.779999999999994,अच्छा... अच्छा...,0.88,825780_disf_066_repetition_immediate.wav,output/disfluency_clips/825780_disf_066_repetition_immediate.wav
825780,245746,prolongation,elongation,33.7,34.02,0.3200000000000003,अच्छा...,0.88,825780_disf_067_prolongation_elongation.wav,output/disfluency_clips/825780_disf_067_prolongation_elongation.wav
825780,245746,repetition,immediate,34.02,34.78,0.759999999999998,अच्छा... अच्छा...,0.881,825780_disf_068_repetition_immediate.wav,output/disfluency_clips/825780_disf_068_repetition_immediate.wav
825780,245746,prolongation,elongation,34.02,34.48,0.45999999999999375,अच्छा...,0.881,825780_disf_069_prolongation_elongation.wav,output/disfluency_clips/825780_disf_069_prolongation_elongation.wav
825780,245746,repetition,immediate,34.48,36.4,1.9200000000000017,अच्छा... अच्छा...,0.879,825780_disf_070_repetition_immediate.wav,output/disfluency_clips/825780_disf_070_repetition_immediate.wav
825780,245746,prolongation,elongation,34.48,34.78,0.30000000000000426,अच्छा...,0.881,825780_disf_071_prolongation_elongation.wav,output/disfluency_clips/825780_disf_071_prolongation_elongation.wav
825780,245746,repetition,immediate,34.78,36.58,1.7999999999999972,अच्छा... अच्छा...,0.878,825780_disf_072_repetition_immediate.wav,output/disfluency_clips/825780_disf_072_repetition_immediate.wav
825780,245746,prolongation,elongation,34.78,36.4,1.6199999999999974,अच्छा...,0.879,825780_disf_073_prolongation_elongation.wav,output/disfluency_clips/825780_disf_073_prolongation_elongation.wav
825780,245746,repetition,immediate,36.4,36.94,0.5399999999999991,अच्छा... अच्छा...,0.878,825780_disf_074_repetition_immediate.wav,output/disfluency_clips/825780_disf_074_repetition_immediate.wav
825780,245746,prolongation,elongation,36.4,36.58,0.17999999999999972,अच्छा...,0.878,825780_disf_075_prolongation_elongation.wav,output/disfluency_clips/825780_disf_075_prolongation_elongation.wav
825780,245746,repetition,immediate,36.58,37.66,1.0799999999999983,अच्छा... अच्छा...,0.876,825780_disf_076_repetition_immediate.wav,output/disfluency_clips/825780_disf_076_repetition_immediate.wav
825780,245746,prolongation,elongation,36.58,36.94,0.35999999999999943,अच्छा...,0.88,825780_disf_077_prolongation_elongation.wav,output/disfluency_clips/825780_disf_077_prolongation_elongation.wav
825780,245746,repetition,immediate,36.94,38.32,1.3800000000000026,अच्छा... अच्छा...,0.876,825780_disf_078_repetition_immediate.wav,output/disfluency_clips/825780_disf_078_repetition_immediate.wav
825780,245746,prolongation,elongation,36.94,37.66,0.7199999999999989,अच्छा...,0.876,825780_disf_079_prolongation_elongation.wav,output/disfluency_clips/825780_disf_079_prolongation_elongation.wav
825780,245746,repetition,immediate,37.66,39.46,1.8000000000000043,अच्छा... अच्छा...,0.874,825780_disf_080_repetition_immediate.wav,output/disfluency_clips/825780_disf_080_repetition_immediate.wav
825780,245746,prolongation,elongation,37.66,38.32,0.6600000000000037,अच्छा...,0.877,825780_disf_081_prolongation_elongation.wav,output/disfluency_clips/825780_disf_081_prolongation_elongation.wav
825780,245746,prolongation,elongation,38.32,39.46,1.1400000000000006,अच्छा...,0.874,825780_disf_082_prolongation_elongation.wav,output/disfluency_clips/825780_disf_082_prolongation_elongation.wav
825780,245746,repetition,immediate,41.92,46.08,4.159999999999997,अच्छा... अच्छा...,0.879,825780_disf_083_repetition_immediate.wav,output/disfluency_clips/825780_disf_083_repetition_immediate.wav
825780,245746,prolongation,elongation,41.92,43.1,1.1799999999999997,अच्छा...,0.879,825780_disf_084_prolongation_elongation.wav,output/disfluency_clips/825780_disf_084_prolongation_elongation.wav
825780,245746,repetition,immediate,43.1,49.42,6.32,अच्छा... अच्छा...,0.884,825780_disf_085_repetition_immediate.wav,output/disfluency_clips/825780_disf_085_repetition_immediate.wav
825780,245746,prolongation,elongation,43.1,46.08,2.979999999999997,अच्छा...,0.884,825780_disf_086_prolongation_elongation.wav,output/disfluency_clips/825780_disf_086_prolongation_elongation.wav
825780,245746,repetition,immediate,46.08,53.92,7.840000000000003,अच्छा... अच्छा...,0.887,825780_disf_087_repetition_immediate.wav,output/disfluency_clips/825780_disf_087_repetition_immediate.wav
825780,245746,prolongation,elongation,46.08,49.42,3.3400000000000034,अच्छा...,0.888,825780_disf_088_prolongation_elongation.wav,output/disfluency_clips/825780_disf_088_prolongation_elongation.wav
825780,245746,repetition,immediate,49.42,59.24,9.82,अच्छा... अच्छा...,0.884,825780_disf_089_repetition_immediate.wav,output/disfluency_clips/825780_disf_089_repetition_immediate.wav
825780,245746,prolongation,elongation,49.42,53.92,4.5,अच्छा...,0.887,825780_disf_090_prolongation_elongation.wav,output/disfluency_clips/825780_disf_090_prolongation_elongation.wav
825780,245746,prolongation,elongation,53.92,59.24,5.32,अच्छा...,0.884,825780_disf_091_prolongation_elongation.wav,output/disfluency_clips/825780_disf_091_prolongation_elongation.wav
825780,245746,repetition,immediate,62.98,64.94,1.9600000000000009,अच्छा... अच्छा...,0.881,825780_disf_092_repetition_immediate.wav,output/disfluency_clips/825780_disf_092_repetition_immediate.wav
825780,245746,prolongation,elongation,62.98,64.34,1.3600000000000065,अच्छा...,0.912,825780_disf_093_prolongation_elongation.wav,output/disfluency_clips/825780_disf_093_prolongation_elongation.wav
825780,245746,repetition,immediate,64.34,64.96,0.6199999999999903,अच्छा... अच्छा...,0.875,825780_disf_094_repetition_immediate.wav,output/disfluency_clips/825780_disf_094_repetition_immediate.wav
825780,245746,prolongation,elongation,64.34,64.94,0.5999999999999943,अच्छा...,0.881,825780_disf_095_prolongation_elongation.wav,output/disfluency_clips/825780_disf_095_prolongation_elongation.wav
825780,245746,repetition,immediate,64.94,64.98,0.04000000000000625,अच्छा... अच्छा...,0.867,825780_disf_096_repetition_immediate.wav,output/disfluency_clips/825780_disf_096_repetition_immediate.wav
825780,245746,prolongation,elongation,64.94,64.96,0.01999999999999602,अच्छा...,0.875,825780_disf_097_prolongation_elongation.wav,output/disfluency_clips/825780_disf_097_prolongation_elongation.wav
825780,245746,repetition,immediate,64.96,65.0,0.04000000000000625,अच्छा... अच्छा...,0.864,825780_disf_098_repetition_immediate.wav,output/disfluency_clips/825780_disf_098_repetition_immediate.wav
825780,245746,prolongation,elongation,64.96,64.98,0.020000000000010232,अच्छा...,0.867,825780_disf_099_prolongation_elongation.wav,output/disfluency_clips/825780_disf_099_prolongation_elongation.wav
825780,245746,repetition,immediate,64.98,65.02,0.03999999999999204,अच्छा... अच्छा...,0.858,825780_disf_100_repetition_immediate.wav,output/disfluency_clips/825780_disf_100_repetition_immediate.wav
825780,245746,prolongation,elongation,64.98,65.0,0.01999999999999602,अच्छा...,0.864,825780_disf_101_prolongation_elongation.wav,output/disfluency_clips/825780_disf_101_prolongation_elongation.wav
825780,245746,repetition,immediate,65.0,65.04,0.04000000000000625,अच्छा... अच्छा...,0.857,825780_disf_102_repetition_immediate.wav,output/disfluency_clips/825780_disf_102_repetition_immediate.wav
825780,245746,prolongation,elongation,65.0,65.02,0.01999999999999602,अच्छा...,0.858,825780_disf_103_prolongation_elongation.wav,output/disfluency_clips/825780_disf_103_prolongation_elongation.wav
825780,245746,repetition,immediate,65.02,65.06,0.04000000000000625,अच्छा... अच्छा...,0.857,825780_disf_104_repetition_immediate.wav,output/disfluency_clips/825780_disf_104_repetition_immediate.wav
825780,245746,prolongation,elongation,65.02,65.04,0.020000000000010232,अच्छा...,0.857,825780_disf_105_prolongation_elongation.wav,output/disfluency_clips/825780_disf_105_prolongation_elongation.wav
825780,245746,repetition,immediate,65.04,65.94,0.8999999999999915,अच्छा... अच्छा...,0.858,825780_disf_106_repetition_immediate.wav,output/disfluency_clips/825780_disf_106_repetition_immediate.wav
825780,245746,prolongation,elongation,65.04,65.06,0.01999999999999602,अच्छा...,0.858,825780_disf_107_prolongation_elongation.wav,output/disfluency_clips/825780_disf_107_prolongation_elongation.wav
825780,245746,repetition,immediate,65.06,66.74,1.6799999999999926,अच्छा... अच्छा...,0.86,825780_disf_108_repetition_immediate.wav,output/disfluency_clips/825780_disf_108_repetition_immediate.wav
825780,245746,prolongation,elongation,65.06,65.94,0.8799999999999955,अच्छा...,0.86,825780_disf_109_prolongation_elongation.wav,output/disfluency_clips/825780_disf_109_prolongation_elongation.wav
825780,245746,repetition,immediate,65.94,67.82,1.8799999999999955,अच्छा... अच्छा...,0.862,825780_disf_110_repetition_immediate.wav,output/disfluency_clips/825780_disf_110_repetition_immediate.wav
825780,245746,prolongation,elongation,65.94,66.74,0.7999999999999972,अच्छा...,0.862,825780_disf_111_prolongation_elongation.wav,output/disfluency_clips/825780_disf_111_prolongation_elongation.wav
825780,245746,repetition,immediate,66.74,68.64,1.9000000000000057,अच्छा... अच्छा...,0.867,825780_disf_112_repetition_immediate.wav,output/disfluency_clips/825780_disf_112_repetition_immediate.wav
825780,245746,prolongation,elongation,66.74,67.82,1.0799999999999983,अच्छा...,0.867,825780_disf_113_prolongation_elongation.wav,output/disfluency_clips/825780_disf_113_prolongation_elongation.wav
825780,245746,repetition,immediate,67.82,69.34,1.5200000000000102,अच्छा... अच्छा...,0.871,825780_disf_114_repetition_immediate.wav,output/disfluency_clips/825780_disf_114_repetition_immediate.wav
825780,245746,prolongation,elongation,67.82,68.64,0.8200000000000074,अच्छा...,0.871,825780_disf_115_prolongation_elongation.wav,output/disfluency_clips/825780_disf_115_prolongation_elongation.wav
825780,245746,repetition,immediate,68.64,69.92,1.2800000000000011,अच्छा... अच्छा...,0.875,825780_disf_116_repetition_immediate.wav,output/disfluency_clips/825780_disf_116_repetition_immediate.wav
825780,245746,prolongation,elongation,68.64,69.34,0.7000000000000028,अच्छा...,0.875,825780_disf_117_prolongation_elongation.wav,output/disfluency_clips/825780_disf_117_prolongation_elongation.wav
825780,245746,repetition,immediate,69.34,70.26,0.9200000000000017,अच्छा... अच्छा...,0.881,825780_disf_118_repetition_immediate.wav,output/disfluency_clips/825780_disf_118_repetition_immediate.wav
825780,245746,prolongation,elongation,69.34,69.92,0.5799999999999983,अच्छा...,0.881,825780_disf_119_prolongation_elongation.wav,output/disfluency_clips/825780_disf_119_prolongation_elongation.wav
825780,245746,repetition,immediate,69.92,71.14,1.2199999999999989,अच्छा... अच्छा...,0.884,825780_disf_120_repetition_immediate.wav,output/disfluency_clips/825780_disf_120_repetition_immediate.wav
825780,245746,prolongation,elongation,69.92,70.26,0.3400000000000034,अच्छा...,0.884,825780_disf_121_prolongation_elongation.wav,output/disfluency_clips/825780_disf_121_prolongation_elongation.wav
825780,245746,repetition,immediate,70.26,71.6,1.3399999999999892,अच्छा... अच्छा...,0.89,825780_disf_122_repetition_immediate.wav,output/disfluency_clips/825780_disf_122_repetition_immediate.wav
825780,245746,prolongation,elongation,70.26,71.14,0.8799999999999955,अच्छा...,0.89,825780_disf_123_prolongation_elongation.wav,output/disfluency_clips/825780_disf_123_prolongation_elongation.wav
825780,245746,prolongation,elongation,71.14,71.6,0.45999999999999375,अच्छा...,0.893,825780_disf_124_prolongation_elongation.wav,output/disfluency_clips/825780_disf_124_prolongation_elongation.wav
825780,245746,repetition,immediate,72.16,74.04,1.8800000000000097,अच्छा... अच्छा...,0.892,825780_disf_125_repetition_immediate.wav,output/disfluency_clips/825780_disf_125_repetition_immediate.wav
825780,245746,prolongation,elongation,72.16,73.74,1.5799999999999983,अच्छा...,0.894,825780_disf_126_prolongation_elongation.wav,output/disfluency_clips/825780_disf_126_prolongation_elongation.wav
825780,245746,repetition,immediate,73.74,75.56,1.8200000000000074,अच्छा... अच्छा...,0.892,825780_disf_127_repetition_immediate.wav,output/disfluency_clips/825780_disf_127_repetition_immediate.wav
825780,245746,prolongation,elongation,73.74,74.04,0.30000000000001137,अच्छा...,0.892,825780_disf_128_prolongation_elongation.wav,output/disfluency_clips/825780_disf_128_prolongation_elongation.wav
825780,245746,repetition,immediate,74.04,79.92,5.8799999999999955,अच्छा... अच्छा...,0.89,825780_disf_129_repetition_immediate.wav,output/disfluency_clips/825780_disf_129_repetition_immediate.wav
825780,245746,prolongation,elongation,74.04,75.56,1.519999999999996,अच्छा...,0.892,825780_disf_130_prolongation_elongation.wav,output/disfluency_clips/825780_disf_130_prolongation_elongation.wav
825780,245746,repetition,immediate,75.56,83.54,7.980000000000004,अच्छा... अच्छा...,0.89,825780_disf_131_repetition_immediate.wav,output/disfluency_clips/825780_disf_131_repetition_immediate.wav
825780,245746,prolongation,elongation,75.56,79.92,4.359999999999999,अच्छा...,0.89,825780_disf_132_prolongation_elongation.wav,output/disfluency_clips/825780_disf_132_prolongation_elongation.wav
825780,245746,repetition,immediate,79.92,84.68,4.760000000000005,अच्छा... अच्छा...,0.889,825780_disf_133_repetition_immediate.wav,output/disfluency_clips/825780_disf_133_repetition_immediate.wav
825780,245746,prolongation,elongation,79.92,83.54,3.6200000000000045,अच्छा...,0.891,825780_disf_134_prolongation_elongation.wav,output/disfluency_clips/825780_disf_134_prolongation_elongation.wav
825780,245746,prolongation,elongation,83.54,84.68,1.1400000000000006,अच्छा...,0.889,825780_disf_135_prolongation_elongation.wav,output/disfluency_clips/825780_disf_135_prolongation_elongation.wav
825780,245746,prolongation,elongation,86.08,89.82,3.739999999999995,अच्छा...,0.885,825780_disf_136_prolongation_elongation.wav,output/disfluency_clips/825780_disf_136_prolongation_elongation.wav
825780,245746,hesitation,pause,89.98,117.5,27.519999999999996,[PAUSE],1.0,825780_disf_137_hesitation_pause.wav,output/disfluency_clips/825780_disf_137_hesitation_pause.wav
825780,245746,repetition,immediate,117.5,119.72,2.219999999999999,अच्छा... अच्छा...,0.857,825780_disf_138_repetition_immediate.wav,output/disfluency_clips/825780_disf_138_repetition_immediate.wav
825780,245746,prolongation,elongation,117.5,118.92,1.4200000000000017,अच्छा...,0.857,825780_disf_139_prolongation_elongation.wav,output/disfluency_clips/825780_disf_139_prolongation_elongation.wav
825780,245746,repetition,immediate,118.92,119.76,0.8400000000000034,अच्छा... अच्छा...,0.916,825780_disf_140_repetition_immediate.wav,output/disfluency_clips/825780_disf_140_repetition_immediate.wav
825780,245746,prolongation,elongation,118.92,119.72,0.7999999999999972,अच्छा...,0.92,825780_disf_141_prolongation_elongation.wav,output/disfluency_clips/825780_disf_141_prolongation_elongation.wav
825780,245746,repetition,immediate,119.72,119.78,0.060000000000002274,अच्छा... अच्छा...,0.907,825780_disf_142_repetition_immediate.wav,output/disfluency_clips/825780_disf_142_repetition_immediate.wav
825780,245746,prolongation,elongation,119.72,119.76,0.04000000000000625,अच्छा...,0.916,825780_disf_143_prolongation_elongation.wav,output/disfluency_clips/825780_disf_143_prolongation_elongation.wav
825780,245746,repetition,immediate,119.76,119.88,0.11999999999999034,अच्छा... अच्छा...,0.903,825780_disf_144_repetition_immediate.wav,output/disfluency_clips/825780_disf_144_repetition_immediate.wav
825780,245746,prolongation,elongation,119.76,119.78,0.01999999999999602,अच्छा...,0.907,825780_disf_145_prolongation_elongation.wav,output/disfluency_clips/825780_disf_145_prolongation_elongation.wav
825780,245746,repetition,immediate,119.78,119.9,0.12000000000000455,अच्छा... अच्छा...,0.897,825780_disf_146_repetition_immediate.wav,output/disfluency_clips/825780_disf_146_repetition_immediate.wav
